sample_id;source_example_index;context_type;relation;reference_object;seed;prompt;scoring_prompt;output_path;human_presence;person_count;single_person_score;person_detection_confidence;person_box;placement_score;scale_score;relation_score;background_score;background_mae;prompt_score;total_score;failure_label;valid_candidate;auto_rank
sample_001;391;free_placement;left_side;;1005;A photorealistic adult woman standing naturally in the empty space on the left side indoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body woman standing on the left side indoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_001/seed_1005.png;1;1;1.0;0.9997425675392151;[233.69004821777344, 183.15731811523438, 370.23101806640625, 633.3859252929688];0.9726775590293648;0.8816057699124097;1.0;1.0;0.0;0.6399486362934113;0.898782034931841;;1;1
sample_001;391;free_placement;left_side;;1001;A photorealistic adult woman standing naturally in the empty space on the left side indoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body woman standing on the left side indoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_001/seed_1001.png;1;1;1.0;0.9995331764221191;[188.95950317382812, 186.5645294189453, 302.4344787597656, 642.8949584960938];0.9747131586504185;0.7561743811575169;1.0;1.0;0.0;0.6596289724111557;0.8779865965493481;;1;2
sample_001;391;free_placement;left_side;;1003;A photorealistic adult woman standing naturally in the empty space on the left side indoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body woman standing on the left side indoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_001/seed_1003.png;1;1;1.0;0.9993590712547302;[245.60462951660156, 183.40318298339844, 348.51739501953125, 528.242919921875];0.948734048931942;0.4680755599464018;1.0;1.0;0.0;0.6579654365777969;0.8147947769049108;;1;3
sample_001;391;free_placement;left_side;;1000;A photorealistic adult woman standing naturally in the empty space on the left side indoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body woman standing on the left side indoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_001/seed_1000.png;1;1;1.0;0.9994778037071228;[214.77273559570312, 198.6583251953125, 311.8016662597656, 507.1549987792969];0.9481263443213047;0.3466188108904311;1.0;1.0;0.0;0.6672082245349884;0.7922601268761256;;1;4
sample_001;391;free_placement;left_side;;1004;A photorealistic adult woman standing naturally in the empty space on the left side indoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body woman standing on the left side indoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_001/seed_1004.png;1;1;1.0;0.9997550845146179;[262.8280029296875, 186.71092224121094, 352.8961181640625, 496.6260070800781];0.9405221012361932;0.32382982784477443;1.0;1.0;0.0;0.6575330197811127;0.7843157609010706;;1;5
sample_001;391;free_placement;left_side;;1007;A photorealistic adult woman standing naturally in the empty space on the left side indoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body woman standing on the left side indoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_001/seed_1007.png;1;1;1.0;0.9996720552444458;[309.6697692871094, 192.9170684814453, 390.4631042480469, 484.2951354980469];0.9303019146421743;0.25033097642108104;1.0;1.0;0.0;0.6423293203115463;0.7645104560860718;;1;6
sample_001;391;free_placement;left_side;;1002;A photorealistic adult woman standing naturally in the empty space on the left side indoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body woman standing on the left side indoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_001/seed_1002.png;1;1;1.0;0.9996064305305481;[269.1045837402344, 182.951904296875, 329.1683654785156, 384.1869812011719];0.912870290974086;0.07523307250338573;1.0;1.0;0.0;0.6555370837450027;0.7286296970771319;wrong_scale;0;7
sample_001;391;free_placement;left_side;;1006;A photorealistic adult woman standing naturally in the empty space on the left side indoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body woman standing on the left side indoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_001/seed_1006.png;0;0;0.0;0.0;null;0.0;0.0;0.0;1.0;0.0;0.0;0.0;no_human;0;8
sample_002;722;free_placement;center_foreground;;1001;A photorealistic adult man standing naturally in the exact center foreground outdoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on ground. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body man standing in the center foreground outdoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_002/seed_1001.png;1;1;1.0;0.9997114539146423;[427.6563720703125, 181.93685913085938, 613.447509765625, 672.0777587890625];0.9838415214934474;0.9915176847556046;1.0;1.0;0.0;0.6554173976182938;0.9260831842521298;;1;1
sample_002;722;free_placement;center_foreground;;1000;A photorealistic adult man standing naturally in the exact center foreground outdoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on ground. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body man standing in the center foreground outdoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_002/seed_1000.png;1;1;1.0;0.9997802376747131;[410.3927001953125, 184.04730224609375, 592.5941772460938, 679.5420532226562];0.9871919127700908;0.9926811735182329;1.0;1.0;0.0;0.6372340321540833;0.9233664831071597;;1;2
sample_002;722;free_placement;center_foreground;;1002;A photorealistic adult man standing naturally in the exact center foreground outdoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on ground. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body man standing in the center foreground outdoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_002/seed_1002.png;1;1;1.0;0.9998137354850769;[442.3537292480469, 232.47467041015625, 580.8377685546875, 640.4735717773438];0.9903445556584711;0.8114580472593458;1.0;1.0;0.0;0.6629926115274429;0.8929124767603211;;1;3
sample_002;722;free_placement;center_foreground;;1003;A photorealistic adult man standing naturally in the exact center foreground outdoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on ground. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body man standing in the center foreground outdoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_002/seed_1003.png;1;1;1.0;0.9997467398643494;[425.0154724121094, 295.83935546875, 576.0696411132812, 699.91796875];0.9782753178080532;0.845478396708483;1.0;1.0;0.0;0.6402818709611893;0.8927438020616325;;1;4
sample_002;722;free_placement;center_foreground;;1007;A photorealistic adult man standing naturally in the exact center foreground outdoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on ground. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body man standing in the center foreground outdoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_002/seed_1007.png;1;1;1.0;0.9997325539588928;[401.3499755859375, 222.7305145263672, 524.6734008789062, 630.0732421875];0.9720259165110128;0.7376191593067245;1.0;1.0;0.0;0.6440978497266769;0.8706817235986061;;1;5
sample_002;722;free_placement;center_foreground;;1004;A photorealistic adult man standing naturally in the exact center foreground outdoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on ground. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body man standing in the center foreground outdoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_002/seed_1004.png;1;1;1.0;0.9996852874755859;[443.9920654296875, 182.92263793945312, 557.7011108398438, 519.4570922851562];0.9473826686922687;0.4921307980451291;1.0;1.0;0.0;0.6478924751281738;0.8174025102420108;;1;6
sample_002;722;free_placement;center_foreground;;1005;A photorealistic adult man standing naturally in the exact center foreground outdoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on ground. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body man standing in the center foreground outdoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_002/seed_1005.png;1;1;1.0;0.9998225569725037;[462.4192810058594, 190.6960906982422, 582.8377685546875, 519.3591918945312];0.949164783485271;0.49419033878563456;1.0;1.0;0.0;0.6327673941850662;0.8151801425343204;;1;7
sample_002;722;free_placement;center_foreground;;1006;A photorealistic adult man standing naturally in the exact center foreground outdoors. Full body visible from head to feet, clear face, two arms, two legs. Feet on ground. Correct anatomy and scene-matched scale, perspective, lighting, shadows.;a complete full-body man standing in the center foreground outdoors;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_002/seed_1006.png;1;1;1.0;0.9997757077217102;[490.5343017578125, 222.54974365234375, 600.15185546875, 545.4600830078125];0.9600370699879585;0.43478971556349993;1.0;1.0;0.0;0.6417535841464996;0.8072600008700191;;1;8
sample_003;1955;object_relative;beside;table;1001;A photorealistic adult woman standing naturally beside the visible table. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body woman standing beside a table;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_003/seed_1001.png;1;1;1.0;0.999677300453186;[703.5734252929688, 165.61378479003906, 815.3406372070312, 559.478759765625];0.9223331714856577;0.7258232807896845;0.5853365918900958;1.0;0.0;0.6411906778812408;0.8104048479921439;;1;1
sample_003;1955;object_relative;beside;table;1000;A photorealistic adult woman standing naturally beside the visible table. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body woman standing beside a table;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_003/seed_1000.png;1;1;1.0;0.9995997548103333;[710.1845703125, 164.94232177734375, 820.47607421875, 537.5950317382812];0.9120537700802079;0.6793387415980947;0.5173245806876223;1.0;0.0;0.6271451115608215;0.7861655105854597;;1;2
sample_003;1955;object_relative;beside;table;1007;A photorealistic adult woman standing naturally beside the visible table. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body woman standing beside a table;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_003/seed_1007.png;1;1;1.0;0.9997265934944153;[653.8078002929688, 174.9082794189453, 788.7714233398438, 494.8993835449219];0.9187727099732129;0.6430872460141853;0.5136077486493502;1.0;0.0;0.6435389220714569;0.7834767001375814;;1;3
sample_003;1955;object_relative;beside;table;1004;A photorealistic adult woman standing naturally beside the visible table. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body woman standing beside a table;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_003/seed_1004.png;1;1;1.0;0.9996097683906555;[718.9146118164062, 172.27450561523438, 822.7597045898438, 520.0614013671875];0.9202237021461568;0.5826050084261857;0.45772385732871157;1.0;0.0;0.6405975222587585;0.7629806600685386;;1;4
sample_003;1955;object_relative;beside;table;1005;A photorealistic adult woman standing naturally beside the visible table. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body woman standing beside a table;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_003/seed_1005.png;1;1;1.0;0.9995548129081726;[710.4923095703125, 170.24539184570312, 809.71337890625, 514.6852416992188];0.9154185532927758;0.5475184449801744;0.4571126370559562;1.0;0.0;0.6425474286079407;0.7571561540249594;;1;5
sample_003;1955;object_relative;beside;table;1003;A photorealistic adult woman standing naturally beside the visible table. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body woman standing beside a table;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_003/seed_1003.png;1;1;1.0;0.9995834231376648;[686.575439453125, 189.3506622314453, 777.6768798828125, 511.75213623046875];0.9552303996358116;0.44670505353686824;0.4910436010123003;1.0;0.0;0.6309778690338135;0.7530624031609671;;1;6
sample_003;1955;object_relative;beside;table;1002;A photorealistic adult woman standing naturally beside the visible table. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body woman standing beside a table;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_003/seed_1002.png;1;2;0.75;0.9976474642753601;[693.4517822265625, 171.55484008789062, 780.6065673828125, 486.11846923828125];0.908593300768103;0.40680832967780256;0.41172182321910084;1.0;0.0;0.6397525668144226;0.543860240315956;multiple_people;0;7
sample_003;1955;object_relative;beside;table;1006;A photorealistic adult woman standing naturally beside the visible table. Full body visible from head to feet, clear face, two arms, two legs. Feet on floor. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body woman standing beside a table;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_003/seed_1006.png;0;0;0.0;0.0;null;0.0;0.0;0.0;1.0;0.0;0.0;0.0;no_human;0;8
sample_004;1767;object_relative;near;car;1001;A photorealistic adult man standing naturally beside the visible car. Full body visible from head to feet, clear face, two arms, two legs. Feet on road. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body man standing beside a car;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_004/seed_1001.png;1;1;1.0;0.9994755387306213;[538.697021484375, 26.260862350463867, 677.6715087890625, 437.80853271484375];0.977150971254956;0.8222854448848483;0.9609865459446214;1.0;0.0;0.6476530879735947;0.9091558425520584;;1;1
sample_004;1767;object_relative;near;car;1006;A photorealistic adult man standing naturally beside the visible car. Full body visible from head to feet, clear face, two arms, two legs. Feet on road. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body man standing beside a car;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_004/seed_1006.png;1;1;1.0;0.9994015693664551;[579.0032348632812, 11.112936973571777, 676.8941040039062, 285.1935729980469];0.9342967082720959;0.26475844727170966;0.9135608775649463;1.0;0.0;0.6485579013824463;0.8097344479252181;;1;2
sample_004;1767;object_relative;near;car;1007;A photorealistic adult man standing naturally beside the visible car. Full body visible from head to feet, clear face, two arms, two legs. Feet on road. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body man standing beside a car;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_004/seed_1007.png;1;1;1.0;0.9990412592887878;[541.2620239257812, 27.66254234313965, 628.5676879882812, 274.61773681640625];0.9388210562109991;0.18180007003665283;0.9578288989160963;1.0;0.0;0.6429755985736847;0.8059135403641774;wrong_scale;0;3
sample_004;1767;object_relative;near;car;1000;A photorealistic adult man standing naturally beside the visible car. Full body visible from head to feet, clear face, two arms, two legs. Feet on road. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body man standing beside a car;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_004/seed_1000.png;1;1;1.0;0.9994076490402222;[550.3464965820312, 31.460037231445312, 651.8092651367188, 262.0346374511719];0.9363298638633081;0.17971055994822027;0.9358006485961754;1.0;0.0;0.6345418095588684;0.7996289945328391;wrong_scale;0;4
sample_004;1767;object_relative;near;car;1003;A photorealistic adult man standing naturally beside the visible car. Full body visible from head to feet, clear face, two arms, two legs. Feet on road. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body man standing beside a car;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_004/seed_1003.png;1;1;1.0;0.9992399215698242;[578.643798828125, 12.890921592712402, 662.83154296875, 266.64794921875];0.9312164883086199;0.18706130741077454;0.9128118190277192;1.0;0.0;0.653092622756958;0.7981159108909616;wrong_scale;0;5
sample_004;1767;object_relative;near;car;1005;A photorealistic adult man standing naturally beside the visible car. Full body visible from head to feet, clear face, two arms, two legs. Feet on road. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body man standing beside a car;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_004/seed_1005.png;1;1;1.0;0.9995380640029907;[605.5511474609375, 40.31730651855469, 679.8968505859375, 261.7132263183594];0.9330125675815832;0.11733640117496635;0.8730671800419689;1.0;0.0;0.6452150791883469;0.7788556560007264;wrong_scale;0;6
sample_004;1767;object_relative;near;car;1004;A photorealistic adult man standing naturally beside the visible car. Full body visible from head to feet, clear face, two arms, two legs. Feet on road. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body man standing beside a car;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_004/seed_1004.png;1;1;1.0;0.9974665641784668;[496.1986389160156, 45.51700210571289, 537.2714233398438, 178.03810119628906];0.9114811959506914;0.021613647237297;0.8283506425108291;1.0;0.0;0.6233232244849205;0.7486261514887955;wrong_scale;0;7
sample_004;1767;object_relative;near;car;1002;A photorealistic adult man standing naturally beside the visible car. Full body visible from head to feet, clear face, two arms, two legs. Feet on road. Correct anatomy and scene-matched distance, scale, perspective, lighting.;a complete full-body man standing beside a car;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_004/seed_1002.png;0;0;0.0;0.0;null;0.0;0.0;0.0;1.0;0.0;0.0;0.0;no_human;0;8
sample_005;1057;physical_interaction;sitting_on;bench_or_seat;1001;A photorealistic adult woman seated upright on the visible bench, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on seat, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body woman seated upright in the natural direction of a bench;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_005/seed_1001.png;1;1;1.0;0.9998538494110107;[350.91949462890625, 263.32818603515625, 556.2437133789062, 682.7685546875];0.9874438981498053;0.9035054970261277;0.7428336674444237;1.0;0.0;0.6435526013374329;0.8706792113690065;;1;1
sample_005;1057;physical_interaction;sitting_on;bench_or_seat;1004;A photorealistic adult woman seated upright on the visible bench, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on seat, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body woman seated upright in the natural direction of a bench;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_005/seed_1004.png;1;1;1.0;0.9996795654296875;[342.5403137207031, 277.9664611816406, 576.308837890625, 687.2764892578125];0.9917631445058741;0.9683820736509197;0.6929543456093294;1.0;0.0;0.6416242718696594;0.8650208193096919;;1;2
sample_005;1057;physical_interaction;sitting_on;bench_or_seat;1005;A photorealistic adult woman seated upright on the visible bench, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on seat, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body woman seated upright in the natural direction of a bench;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_005/seed_1005.png;1;1;1.0;0.9998517036437988;[351.30072021484375, 290.382568359375, 548.8037719726562, 676.0088500976562];0.9927279955422075;0.9268203187681961;0.7104150713514787;1.0;0.0;0.634817361831665;0.8643879440495299;;1;3
sample_005;1057;physical_interaction;sitting_on;bench_or_seat;1007;A photorealistic adult woman seated upright on the visible bench, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on seat, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body woman seated upright in the natural direction of a bench;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_005/seed_1007.png;1;1;1.0;0.9998358488082886;[297.62774658203125, 261.3305969238281, 522.2728271484375, 690.56591796875];0.967664989680548;0.9150778248341657;0.662223070674666;1.0;0.0;0.6370573788881302;0.8477390751990426;;1;4
sample_005;1057;physical_interaction;sitting_on;bench_or_seat;1000;A photorealistic adult woman seated upright on the visible bench, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on seat, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body woman seated upright in the natural direction of a bench;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_005/seed_1000.png;1;1;1.0;0.9998288154602051;[338.63861083984375, 269.44683837890625, 558.4467163085938, 705.8693237304688];0.9947477091991808;0.887816699403586;0.6514880966403;1.0;0.0;0.6322668790817261;0.8456716454346107;;1;5
sample_005;1057;physical_interaction;sitting_on;bench_or_seat;1003;A photorealistic adult woman seated upright on the visible bench, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on seat, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body woman seated upright in the natural direction of a bench;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_005/seed_1003.png;1;1;1.0;0.9998643398284912;[302.8206481933594, 282.5539245605469, 487.7610778808594, 677.8191528320312];0.9680525625324418;0.8731269707673478;0.6572028641167594;1.0;0.0;0.6376386135816574;0.8424399574887378;;1;6
sample_005;1057;physical_interaction;sitting_on;bench_or_seat;1002;A photorealistic adult woman seated upright on the visible bench, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on seat, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body woman seated upright in the natural direction of a bench;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_005/seed_1002.png;1;1;1.0;0.9997844099998474;[327.783203125, 291.00634765625, 498.96002197265625, 682.34765625];0.9782869180704871;0.81502704986959;0.65605901916002;1.0;0.0;0.6386755406856537;0.8380187105903546;;1;7
sample_005;1057;physical_interaction;sitting_on;bench_or_seat;1006;A photorealistic adult woman seated upright on the visible bench, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on seat, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body woman seated upright in the natural direction of a bench;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_005/seed_1006.png;1;1;1.0;0.9998774528503418;[344.98675537109375, 268.8901672363281, 550.0170288085938, 728.583251953125];0.9969410634677516;0.7798006817253649;0.5846924424212421;1.0;0.0;0.6415451765060425;0.8199016053439845;;1;8
sample_006;1570;physical_interaction;sitting_on;sofa_or_armchair;1006;A photorealistic adult man seated upright on the visible sofa or armchair, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on cushion, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body man seated upright in the natural direction of an armchair;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_006/seed_1006.png;1;1;1.0;0.9994103908538818;[488.02069091796875, 258.1832580566406, 759.6027221679688, 656.0359497070312];0.9107778799705184;0.9764833781545272;0.9493661190548676;1.0;0.0;0.6492273211479187;0.9188727259177115;;1;1
sample_006;1570;physical_interaction;sitting_on;sofa_or_armchair;1004;A photorealistic adult man seated upright on the visible sofa or armchair, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on cushion, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body man seated upright in the natural direction of an armchair;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_006/seed_1004.png;1;1;1.0;0.9996333122253418;[493.1021728515625, 265.3644104003906, 780.3846435546875, 666.7490844726562];0.9300916794953402;0.9437395508285497;0.9047049079718363;1.0;0.0;0.657558798789978;0.9086244162636802;;1;2
sample_006;1570;physical_interaction;sitting_on;sofa_or_armchair;1001;A photorealistic adult man seated upright on the visible sofa or armchair, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on cushion, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body man seated upright in the natural direction of an armchair;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_006/seed_1001.png;1;1;1.0;0.9944701194763184;[486.389892578125, 267.8951110839844, 717.30615234375, 564.5498046875];0.89167091927544;0.814331631471933;0.9175536957434274;1.0;0.0;0.6548986434936523;0.8917010453936777;;1;3
sample_006;1570;physical_interaction;sitting_on;sofa_or_armchair;1003;A photorealistic adult man seated upright on the visible sofa or armchair, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on cushion, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body man seated upright in the natural direction of an armchair;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_006/seed_1003.png;1;1;1.0;0.9994200468063354;[504.1451721191406, 267.94921875, 704.2980346679688, 576.3004150390625];0.8969208168286562;0.7802068162460718;0.9310771571977647;1.0;0.0;0.6373775899410248;0.8908187413007675;;1;4
sample_006;1570;physical_interaction;sitting_on;sofa_or_armchair;1002;A photorealistic adult man seated upright on the visible sofa or armchair, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on cushion, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body man seated upright in the natural direction of an armchair;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_006/seed_1002.png;1;1;1.0;0.9991928935050964;[513.05908203125, 256.2575988769531, 743.7772216796875, 718.2640380859375];0.9305817022362115;0.7919075816230509;0.7315485514445769;1.0;0.0;0.6413874626159668;0.8477118494522953;;1;5
sample_006;1570;physical_interaction;sitting_on;sofa_or_armchair;1007;A photorealistic adult man seated upright on the visible sofa or armchair, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on cushion, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body man seated upright in the natural direction of an armchair;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_006/seed_1007.png;1;1;1.0;0.9996316432952881;[485.9725646972656, 269.8580322265625, 784.7939453125, 751.4325561523438];0.9644556376482903;0.675718398502;0.6117170657037179;1.0;0.0;0.6617587506771088;0.814359593183997;;1;6
sample_006;1570;physical_interaction;sitting_on;sofa_or_armchair;1000;A photorealistic adult man seated upright on the visible sofa or armchair, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on cushion, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body man seated upright in the natural direction of an armchair;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_006/seed_1000.png;0;0;0.0;0.0;null;0.0;0.0;0.0;1.0;0.0;0.0;0.0;no_human;0;7
sample_006;1570;physical_interaction;sitting_on;sofa_or_armchair;1005;A photorealistic adult man seated upright on the visible sofa or armchair, aligned with its forward direction. Back toward backrest, face away from it, never sitting backward. Hips on cushion, knees bent, feet grounded. Full body and clear face visible. Correct anatomy and scene-matched scale, perspective, lighting.;a complete-body man seated upright in the natural direction of an armchair;/content/drive/MyDrive/Colab Notebooks/alto/v0/Output/images/sample_006/seed_1005.png;0;0;0.0;0.0;null;0.0;0.0;0.0;1.0;0.0;0.0;0.0;no_human;0;8
